"";"PRECIPITACAO";"PRESSAO";"TEMPERATURA";"UMIDADE";"VENTO";"ACIDENTE";"LUAR";"LUA_DISTANCIA"
"7396";0;969,2;15,5;84;0;0;98;59
"7397";0;969,5;14,3;88;0;0;99;59
"7398";0;969,7;13,1;89;0;0;99;59
"7399";0;970;12,7;91;0;0;99;59
"7400";0;970;12,3;92;0;0;99;59
"7401";0;970,1;13;93;1,44;0;99;59
"7402";0;969,7;13,1;92;1,08;0;99;59
"7403";0;969,3;13;93;2,88;0;99;59
"7404";0;968,9;12,5;92;0,72;0;99;59
"7405";0;968,7;12,3;95;1,44;0;99;59
"7406";0;969,1;11,3;94;1,08;0;99;59
"7407";0;969,8;10,5;94;0;0;99;59
"7408";0;970,6;12,6;94;0;0;99;59
"7409";0;971,4;14,3;91;0;0;99;59
"7410";0;971,9;17,9;87;1,08;0;99;59
"7411";0;971,4;23,7;71;1,08;0;99;59
"7412";0;971;27;45;8,64;0;99;59
"7413";0;970,3;26,5;44;9;0;99;59
"7414";0;969,2;27,2;42;10,08;0;99;59
"7415";0;968,1;28,7;40;14,4;0;99;59
"7416";0;967,3;29,3;37;13,32;0;99;59
"7417";0;967,5;28,2;38;6,12;0;99;59
"7418";0;968,1;25,3;48;1,44;0;99;59
"7419";0;968,7;19,1;72;0;0;99;59
"7420";0;969,6;17,3;82;0;0;99;59
"7421";0;969,9;16,7;86;1,08;0;99;60
"7422";0;970;15,6;88;0,36;0;99;60
"7423";0;970;15;90;0;0;99;60
"7424";0;969,2;15,2;92;4,32;0;99;60
"7425";0;968,8;14,7;92;5,76;0;99;60
"7426";0;968,8;14,7;91;0,72;0;99;60
"7427";0;968,4;14,6;88;0;0;99;60
"7428";0;968,4;13,3;90;0;0;99;60
"7429";0;968,8;14;93;0,36;0;99;60
"7430";0;969,1;13,9;93;0,36;0;99;60
"7431";0;969,6;12,8;92;0;0;99;60
"7432";0;970,3;14;94;0;0;99;60
"7433";0;970,8;18,5;91;0;0;99;60
"7434";0;971;22,8;70;8,64;0;99;60
"7435";0;971,1;24,4;63;6,48;0;99;60
"7436";0;970,5;27,1;55;7,2;0;99;60
"7437";0;969,5;27,9;51;6,48;0;99;60
"7438";0;968,5;28,6;44;7,56;0;99;60
"7439";0;968;29,6;44;10,08;0;99;60
"7440";0;968,1;28,3;49;4,68;0;99;60
"7441";0;968,1;27,1;53;1,8;0;99;60
"7442";0;968,4;23,7;64;0;0;99;60
"7443";0;968,8;22;75;0;0;99;60
"7444";0;969;21;80;0;0;99;60
"7445";0;969,4;19,8;83;3,6;0;95;60
"7446";0;970;19,1;86;0;0;95;60
"7447";0;970,2;18,3;90;0;0;95;60
"7448";0;969,8;18,1;90;0;0;95;60
"7449";0;969,7;17;92;0;0;95;60
"7450";0;969,4;16,3;92;0;0;95;60
"7451";0;968,6;15,7;94;5,04;0;95;60
"7452";0;968,2;15,5;94;1,44;0;95;60
"7453";0;968,4;15,4;94;0,36;0;95;60
"7454";0;968,7;16,2;94;1,08;0;95;60
"7455";0;969,1;14,9;94;0;0;95;60
"7456";0;969,4;15,9;95;0,72;0;95;60
"7457";0;969,6;19,7;88;0;0;95;60
"7458";0;969,7;24,7;57;14,04;0;95;60
"7459";0;969,4;26,6;48;17,28;0;95;60
"7460";0;968,5;28;41;19,08;0;95;60
"7461";0;967,6;29,2;39;14,4;0;95;60
"7462";0;966,5;29,9;37;15,84;0;95;60
"7463";0;965,8;30,1;33;15,12;0;95;60
"7464";0;965,3;29,6;32;13,32;0;95;60
"7465";0;965,1;28,2;38;7,2;0;95;60
"7466";0;965,7;25,3;47;0;0;95;60
"7467";0;965,8;21,4;66;4,68;0;95;60
"7468";0;965,4;20;68;5,76;0;95;60
"7469";0;968,5;24,1;56;3,6;1;90;61
"7470";0;966;17,1;77;0;0;90;61
"7471";0;966,4;15,7;83;0,36;0;90;61
"7472";0;966,5;14,2;86;0;0;90;61
"7473";0;966,7;13,1;90;2,52;0;90;61
"7474";0;966,8;13;91;0;0;90;61
"7475";0;966,6;12,3;91;0;0;90;61
"7476";0;965,8;11,8;92;0;0;90;61
"7477";0;965,4;12,2;93;3,6;0;90;61
"7478";0;965,5;11,8;92;4,32;0;90;61
"7479";0;965,7;13,6;88;6,12;0;90;61
"7480";0;965,7;13,1;82;5,4;0;90;61
"7481";0;966,5;17,7;72;8,64;0;90;61
"7482";0;966,8;20,3;61;11,16;0;90;61
"7483";0;967,5;22,9;54;13,68;0;90;61
"7484";0;968,8;22,2;63;16,2;0;90;61
"7485";0;968,6;21,3;71;12,24;0;90;61
"7486";0;968,2;22,2;67;7,56;0;90;61
"7487";0;967,9;21,7;68;6,48;0;90;61
"7488";0;967,9;20,9;71;3,24;0;90;61
"7489";0;967,9;20;78;2,52;0;90;61
"7490";0;968,8;19,3;78;3,6;0;90;61
"7491";0;969;18;84;7,56;0;90;61
"7492";0;970;16,6;88;12,24;0;90;61
"7493";0;970,8;15,7;90;9,36;0;83;62
"7494";0;971,6;15,1;89;6,84;0;83;62
"7495";0;972,1;13,9;90;5,04;0;83;62
"7496";0;971,8;14,3;90;3,96;0;83;62
"7497";0;972,4;14,4;88;13,68;0;83;62
"7498";0;972,4;14,2;87;12,96;0;83;62
"7499";0;972,3;13,9;87;7,56;0;83;62
"7500";0;972,3;13,8;86;7,56;0;83;62
"7501";0;972,6;12,9;87;5,04;0;83;62
"7502";0;973,1;11,8;90;4,68;0;83;62
"7503";0;974;11,1;92;7,2;0;83;62
"7504";0;975,1;11,6;93;7,92;0;83;62
"7505";0;975,9;13,1;88;6,84;0;83;62
"7506";0;976,3;15,8;78;5,4;0;83;62
"7507";0;976;18;70;2,88;0;83;62
"7508";0;975,6;19,3;58;8,28;0;83;62
"7509";0;974,7;20,7;47;5,76;0;83;62
"7510";0;974;21,6;37;6,12;0;83;62
"7511";0;973,8;22,3;36;5,76;0;83;62
"7512";0;973,4;21,7;30;7,56;0;83;62
"7513";0;973,7;19,3;45;1,08;0;83;62
"7514";0;973,9;16,7;56;0;0;83;62
"7515";0;973,6;11,9;76;0,72;0;83;62
"7516";0;973,9;10,5;81;0,72;0;83;62
"7517";0;973,9;9,4;87;0;0;75;63
"7518";0;973,9;8,6;89;0;0;75;63
"7519";0;973,5;7,9;91;0,36;0;75;63
"7520";0;973,5;7,5;92;1,44;0;75;63
"7521";0;973,3;6,9;92;0;0;75;63
"7522";0;973,2;6,6;93;0;0;75;63
"7523";0;972,9;6,4;92;0;0;75;63
"7524";0;972,8;6;94;0;0;75;63
"7525";0;972,8;6,4;95;0,72;0;75;63
"7526";0;973;5,7;94;0;0;75;63
"7527";0;973,2;5,5;95;0;0;75;63
"7528";0;973,8;7,4;95;0;0;75;63
"7529";0;973,9;12;89;0,36;0;75;63
"7530";0;974;16,3;76;6,48;0;75;63
"7531";0;973,7;20,5;63;5,76;0;75;63
"7532";0;972,7;23,6;52;5,04;0;75;63
"7533";0;971,5;25,4;45;8,64;0;75;63
"7534";0;970,3;27,1;44;9,36;0;75;63
"7535";0;969,5;27,5;42;7,2;0;75;63
"7536";0;969;27,4;42;9;0;75;63
"7537";0;968,9;26,5;46;3,6;0;75;63
"7538";0;968,8;23,4;58;0;0;75;63
"7539";0;969,3;19;72;0;0;75;63
"7540";0;969,7;17,8;76;0;0;75;63
"7541";0;970,1;16;82;0;0;65;63
"7542";0;970,5;14,6;84;0;0;65;63
"7543";0;970,5;13,5;88;0,36;0;65;63
"7544";0;970,6;12,8;90;0;0;65;63
"7545";0;970,2;12,1;91;0;0;65;63
"7546";0;969,9;12;92;1,08;0;65;63
"7547";0;969,6;11;92;0;0;65;63
"7548";0;969,8;10,8;93;0;0;65;63
"7549";0;970,2;10,6;93;0;0;65;63
"7550";0;970,9;10,8;94;0;0;65;63
"7551";0;971,5;10;93;0;0;65;63
"7552";0;971,6;12,4;94;1,08;0;65;63
"7553";0;972;16,5;90;0,72;0;65;63
"7554";0;972;22,5;74;1,8;0;65;63
"7555";0;971,6;25,8;48;15,48;0;65;63
"7556";0;970,6;27,3;40;19,08;0;65;63
"7557";0;969,6;28,4;37;18;0;65;63
"7558";0;968,5;29;34;16,56;0;65;63
"7559";0;967,7;29,1;33;12,96;0;65;63
"7560";0;967,5;28,7;33;10,44;0;65;63
"7561";0;967,6;27,4;38;5,76;0;65;63
"7562";0;967,8;24,4;47;0;0;65;63
"7563";0;967,9;18,7;66;0,36;0;65;63
"7564";0;968,4;17,4;74;1,44;0;65;63
"7565";0;968;11,3;92;0;1;55;63
"7566";0;968,9;29,1;49;2,9;1;55;63
"7567";0;968,9;29,1;49;2,9;1;55;63
"7568";0;968,3;14,8;80;0;0;55;63
"7569";0;968,5;13,7;83;0;0;55;63
"7570";0;968,5;12,7;87;0;0;55;63
"7571";0;968,6;12,2;90;0;0;55;63
"7572";0;968,4;11,4;90;0,72;0;55;63
"7573";0;968;11,4;91;0;0;55;63
"7574";0;967,8;10,4;92;0;0;55;63
"7575";0;967,7;10,3;93;0;0;55;63
"7576";0;967,9;9,6;93;0;0;55;63
"7577";0;968,2;10,3;94;3,24;0;55;63
"7578";0;968,5;9,3;92;0;0;55;63
"7579";0;969;11,1;91;0;0;55;63
"7580";0;969,6;17,4;83;0;0;55;63
"7581";0;969,7;24,1;59;15,48;0;55;63
"7582";0;969,5;26,4;51;11,88;0;55;63
"7583";0;968,9;27,4;46;11,88;0;55;63
"7584";0;967;30;33;15,12;0;55;63
"7585";0;966,7;30,4;31;13,32;0;55;63
"7586";0;966,5;30,3;32;9;0;55;63
"7587";0;966,8;29;36;3,6;0;55;63
"7588";0;967,2;25,3;47;0,72;0;55;63
"7589";0;967,8;20,4;67;0;0;55;63
"7590";0;968,5;18,6;75;0,36;0;55;63
"7591";0;968,6;16,8;78;0;0;44;63
"7592";0;969;15,9;82;0;0;44;63
"7593";0;969,2;15,2;86;0;0;44;63
"7594";0;969,2;14,7;88;1,44;0;44;63
"7595";0;969,3;14,8;88;0;0;44;63
"7596";0;969,2;14,6;89;0;0;44;63
"7597";0;968,8;13,6;91;0;0;44;63
"7598";0;968,6;13,1;91;2,88;0;44;63
"7599";0;968,5;12,3;91;0;0;44;63
"7600";0;968,9;12,4;92;0;0;44;63
"7601";0;969,5;13;92;0;0;44;63
"7602";0;970,1;14;92;0;0;44;63
"7603";0;971,1;17,2;88;0,36;0;44;63
"7604";0;971,5;23,7;71;1,08;0;44;63
"7605";0;971,2;26,9;61;2,88;0;44;63
"7606";0;970,8;29,3;54;3,24;0;44;63
"7607";0;969,9;30,1;43;6,48;0;44;63
"7608";0;969,2;31,3;40;3,96;0;44;63
"7609";0;968,7;30,5;38;8,64;0;44;63
"7610";0;968,6;30,3;39;6,48;0;44;63
"7611";0;968,6;29,2;43;5,4;0;44;63
"7612";0;969,1;25,3;54;1,8;0;44;63
"7613";0;969,5;22,1;68;2,52;0;44;63
"7614";0;970,3;20,6;76;1,44;0;44;63
"7615";0;970,4;18,3;81;0,36;0;34;63
"7616";0;970,8;17,4;84;1,08;0;34;63
"7617";0;970,8;17,4;86;0;0;34;63
"7618";0;970,8;17,3;86;0;0;34;63
"7619";0;970,8;16,9;88;0;0;34;63
"7620";0;970,7;15,6;88;0,36;0;34;63
"7621";0;970,5;15;90;0;0;34;63
"7622";0;970,6;14,4;91;0,36;0;34;63
"7623";0;971,1;14,8;93;3,24;0;34;63
"7624";0;971,2;15,1;91;2,52;0;34;63
"7625";0;971,9;15,4;93;0,36;0;34;63
"7626";0;972,5;15,6;92;0;0;34;63
"7627";0;973,2;20,1;86;0,36;0;34;63
"7628";0;973,4;23,5;78;3,96;0;34;63
"7629";0;973,2;25,6;73;11,16;0;34;63
"7630";0;972,7;26,3;70;10,08;0;34;63
"7631";0;971,8;27,8;64;9;0;34;63
"7632";0;970,8;28,2;59;7,2;0;34;63
"7633";0;970,5;28,4;54;5,4;0;34;63
"7634";0;970,4;27,1;54;9,36;0;34;63
"7635";0;970,7;26,6;52;9,72;0;34;63
"7636";0;971,1;23,9;60;0;0;34;63
"7637";0;971,3;21,8;69;0;0;34;63
"7638";0;971,6;19,2;77;2,52;0;34;63
"7639";0;971,9;17,8;82;0,36;0;24;62
"7640";0;972,3;16,2;84;0;0;24;62
"7641";0;972,6;15,3;87;0;0;24;62
"7642";0;972,7;14,3;89;0;0;24;62
"7643";0;972,7;14,4;90;0;0;24;62
"7644";0;972,4;15,3;91;1,44;0;24;62
"7645";0;972,4;15,3;91;0,72;0;24;62
"7646";0;972,2;13,3;90;2,88;0;24;62
"7647";0;972,5;14,5;91;6,84;0;24;62
"7648";0;972,7;15,1;91;7,56;0;24;62
"7649";0;973,3;15,8;91;6,12;0;24;62
"7650";0;973,9;16;89;8,28;0;24;62
"7651";0;974,5;15,9;88;14,4;0;24;62
"7652";0;975,1;16,5;86;13,32;0;24;62
"7653";0;974,9;18,8;78;13,32;0;24;62
"7654";0;974,2;21,5;68;12,6;0;24;62
"7655";0;973,2;23,2;63;12,24;0;24;62
"7656";0;972,2;24,5;57;11,52;0;24;62
"7657";0;971,5;25,1;52;12,6;0;24;62
"7658";0;971,5;25,4;50;11,88;0;24;62
"7659";0;971,5;24,7;52;9,36;0;24;62
"7660";0;972,1;22;59;6,84;0;24;62
"7661";0;972,6;20,1;65;3,6;0;24;62
"7662";0;973,1;18,4;72;4,68;0;24;62
"7663";0;973,4;18,2;73;5,04;0;16;62
"7664";0;973,6;17,2;76;3,6;0;16;62
"7665";0;974;16,5;77;5,4;0;16;62
"7666";0;974,1;15,2;79;5,4;0;16;62
"7667";0;974,2;14,6;80;6,84;0;16;62
"7668";0;974,2;14,2;82;7,2;0;16;62
"7669";0;974,1;13,6;83;5,04;0;16;62
"7670";0;973,9;13,2;84;5,04;0;16;62
"7671";0;974,1;12,5;86;5,76;0;16;62
"7672";0;974,5;12,3;86;5,04;0;16;62
"7673";0;974,9;12,9;85;7,2;0;16;62
"7674";0;975,3;14;83;8,64;0;16;62
"7675";0;975,8;16;77;12,96;0;16;62
"7676";0;975,6;18,8;68;11,88;0;16;62
"7677";0;974,9;21;64;10,8;0;16;62
"7678";0;974,6;23,1;60;9,72;0;16;62
"7679";0;973;25,4;55;10,44;0;16;62
"7680";0;971,9;26,7;50;7,92;0;16;62
"7681";0;971;27,7;46;6,48;0;16;62
"7682";0;970,6;27,8;44;5,04;0;16;62
"7683";0;971;27,6;48;0,72;0;16;62
"7684";0;971,5;23,6;60;1,8;0;16;62
"7685";0;971,9;19,6;71;0;0;16;62
"7686";0;972,4;18,8;77;0,72;0;16;62
"7687";0;971,3;30,4;38;0,8;1;9;61
"7688";0;972,6;17,1;80;1,44;0;9;61
"7689";0;972,7;15,6;85;0,72;0;9;61
"7690";0;972,7;14,8;86;2,16;0;9;61
"7691";0;972,8;14,2;89;1,44;0;9;61
"7692";0;972,7;13,4;89;0;0;9;61
"7693";0;972,3;12,7;90;0;0;9;61
"7694";0;971,9;12,3;91;0,36;0;9;61
"7695";0;972;11,6;91;2,16;0;9;61
"7696";0;972,3;11,1;92;0;0;9;61
"7697";0;972,9;11,5;93;2,16;0;9;61
"7698";0;973,2;10,4;92;0,36;0;9;61
"7699";0;973,4;12,3;93;5,76;0;9;61
"7700";0;973,9;16,9;90;1,08;0;9;61
"7701";0;974,4;21,5;79;5,04;0;9;61
"7702";0;974,3;24;70;5,04;0;9;61
"7703";0;973,5;26,8;62;4,68;0;9;61
"7704";0;972,7;29,1;45;7,92;0;9;61
"7705";0;971,9;29,6;38;6,48;0;9;61
"7706";0;971,3;29,8;35;7,2;0;9;61
"7707";0;970,9;29,1;41;0,72;0;9;61
"7708";0;971,3;24,1;54;0;0;9;61
"7709";0;971,6;20,3;67;0;0;9;61
"7710";0;972;18,6;77;0,36;0;9;61
"7711";0;972,3;16,8;80;2,16;0;3;60
"7712";0;972,7;15,8;83;0;0;3;60
"7713";0;972,7;15;85;0;0;3;60
"7714";0;972,8;13,9;85;0;0;3;60
"7715";0;972,7;13;86;0;0;3;60
"7716";0;972,4;12,1;89;0;0;3;60
"7717";0;972;11,8;90;0;0;3;60
"7718";0;971,7;11,6;91;0;0;3;60
"7719";0;971,9;10,5;89;0,72;0;3;60
"7720";0;972,5;10,6;91;0;0;3;60
"7721";0;973,1;10,5;92;0,36;0;3;60
"7722";0;973,9;13,1;90;0;0;3;60
"7723";0;974,5;17,9;85;0;0;3;60
"7724";0;974,9;22,6;75;0,72;0;3;60
"7725";0;974,5;27;49;13,32;0;3;60
"7726";0;973,7;28,3;38;16,92;0;3;60
"7727";0;973,1;29,7;33;18,36;0;3;60
"7728";0;972,2;29,2;31;20,52;0;3;60
"7729";0;971,4;29,3;29;19,08;0;3;60
"7730";0;971,3;29;30;15,48;0;3;60
"7731";0;971,2;28;33;9,36;0;3;60
"7732";0;971,2;25;41;5,76;0;3;60
"7733";0;971,2;20,5;56;0;0;3;60
"7734";0;971,8;17;68;0;0;3;60
"7735";0;972,1;15,7;74;0;0;0;59
"7736";0;972,5;14,6;79;0;0;0;59
"7737";0;972,5;13,6;83;0;0;0;59
"7738";0;972,6;13,2;85;0,36;0;0;59
"7739";0;972,6;13,3;86;0;0;0;59
"7740";0;972,2;13,2;86;0;0;0;59
"7741";0;971,9;13,4;88;0;0;0;59
"7742";0;971,8;12,4;88;0;0;0;59
"7743";0;972;12,9;90;2,88;0;0;59
"7744";0;972,3;14,5;87;0;0;0;59
"7745";0;972,9;13,8;86;1,08;0;0;59
"7746";0;973,7;18,7;76;5,76;0;0;59
"7747";0;974,6;21,4;63;11,88;0;0;59
"7748";0;975,1;22,9;55;19,8;0;0;59
"7749";0;974,9;24,3;49;22,68;0;0;59
"7750";0;974,1;25,4;45;20,16;0;0;59
"7751";0;973,3;26,2;41;21,6;0;0;59
"7752";0;972,4;26,9;38;15,84;0;0;59
"7753";0;971,9;27,2;35;15,48;0;0;59
"7754";0;971,4;26,8;35;10,44;0;0;59
"7755";0;971,3;26,3;35;9,72;0;0;59
"7756";0;971,3;23,4;43;3,24;0;0;59
"7757";0;971,4;19,3;55;1,08;0;0;59
"7758";0;971,7;16,6;65;0;0;0;59
"7759";0;972,1;14,5;74;1,44;0;0;59
"7760";0;972,9;13;78;0;0;0;59
"7761";0;973;11,5;82;0;0;0;59
"7762";0;973,1;10,2;83;0;0;0;59
"7763";0;973,1;9,8;87;0;0;0;59
"7764";0;972,8;9,1;87;0;0;0;59
"7765";0;972,6;8,5;89;0;0;0;59
"7766";0;972,3;8,3;89;0;0;0;59
"7767";0;972,6;7,8;90;0;0;0;59
"7768";0;972,8;7,5;91;0,36;0;0;59
"7769";0;973,3;7,1;91;0;0;0;59
"7770";0;973,7;10,6;91;0;0;0;59
"7771";0;974,2;16,6;82;0;0;0;59
"7772";0;974,5;23;58;3,96;0;0;59
"7773";0;974,3;26;41;14,04;0;0;59
"7774";0;973,7;27,1;35;15,12;0;0;59
"7775";0;972,8;28,2;33;10,08;0;0;59
"7776";0;971,9;28,1;32;13,32;0;0;59
"7777";0;971,2;28;32;10,08;0;0;59
"7778";0;970,5;28,5;32;4,68;0;0;59
"7779";0;970,3;28;34;1,8;0;0;59
"7780";0;970,5;23,4;44;0;0;0;59
"7781";0;971;17,3;68;0,72;0;0;59
"7782";0;971,6;15,8;73;0,72;0;0;59
"7783";0;971,6;14,9;78;1,44;0;1;58
"7784";0;971,9;13,5;81;0,72;0;1;58
"7785";0;972,2;12,4;83;1,08;0;1;58
"7786";0;972;11,4;86;0;0;1;58
"7787";0;971,8;10,9;88;1,08;0;1;58
"7788";0;971,5;9,9;87;0;0;1;58
"7789";0;970,9;9,7;89;0,36;0;1;58
"7790";0;970,7;9;89;0,36;0;1;58
"7791";0;970,6;9;91;0;0;1;58
"7792";0;970,9;8,3;91;0,36;0;1;58
"7793";0;971,6;8;91;0;0;1;58
"7794";0;972,6;11;89;0,36;0;1;58
"7795";0;973,2;15,9;81;0;0;1;58
"7796";0;973,2;21,5;68;0;0;1;58
"7797";0;972,7;26,4;54;1,44;0;1;58
"7798";0;972,3;27,9;37;14,4;0;1;58
"7799";0;971,5;28,4;33;12,24;0;1;58
"7800";0;970,5;28,5;33;10,08;0;1;58
"7801";0;969,8;28,6;32;10,08;0;1;58
"7802";0;969,4;28,6;34;6,12;0;1;58
"7803";0;969,2;27,4;37;4,68;0;1;58
"7804";0;969,4;24,1;45;0;0;1;58
"7805";0;969,6;19;60;1,8;0;1;58
"7806";0;970,1;17,3;72;0;0;1;58
"7807";0;970,6;14,9;78;0;0;5;58
"7808";0;970,8;13,6;80;0;0;5;58
"7809";0;971,1;12,8;83;0;0;5;58
"7810";0;970,9;11,6;85;0;0;5;58
"7811";0;970,8;10,7;86;0,36;0;5;58
"7812";0;970,6;10,1;88;0;0;5;58
"7813";0;970,6;9,5;89;0;0;5;58
"7814";0;970,3;8,5;89;0,72;0;5;58
"7815";0;970,5;8,7;90;0,72;0;5;58
"7816";0;970,9;8,5;91;0;0;5;58
"7817";0;971,5;8,1;91;0;0;5;58
"7818";0;972,4;10,8;89;0;0;5;58
"7819";0;972,8;15,6;82;4,68;0;5;58
"7820";0;973;20,9;70;1,08;0;5;58
"7821";0;972,5;26,1;60;0,72;0;5;58
"7822";0;971,7;29,2;36;7,92;0;5;58
"7823";0;971,1;29;34;10,08;0;5;58
"7824";0;969,9;29,4;33;8,64;0;5;58
"7825";0;969,2;29,8;30;6,84;0;5;58
"7826";0;968,9;29,4;31;4,68;0;5;58
"7827";0;968,9;28,7;32;2,16;0;5;58
"7828";0;969,1;25,6;39;1,44;0;5;58
"7829";0;969,6;19,3;62;1,44;0;5;58
"7830";0;970,1;16,8;73;0;0;5;58
"7831";0;970,5;15,6;77;0,72;0;10;58
"7832";0;970,9;13,8;80;3,24;0;10;58
"7833";0;971,3;12,7;82;1,44;0;10;58
"7834";0;971,2;12,2;84;0;0;10;58
"7835";0;970,9;11;86;0,72;0;10;58
"7836";0;970,7;10,5;88;0,72;0;10;58
"7837";0;970,3;9,8;88;0;0;10;58
"7838";0;970,3;9,5;89;0;0;10;58
"7839";0;970,3;9;90;0,36;0;10;58
"7840";0;970,8;8,7;91;1,44;0;10;58
"7841";0;971,7;8,2;91;0;0;10;58
"7842";0;972,3;11,5;89;0;0;10;58
"7843";0;973,2;16,1;82;0;0;10;58
"7844";0;973,6;21;71;2,16;0;10;58
"7845";0;973,2;25,4;55;3,6;0;10;58
"7846";0;972,3;28,6;48;5,04;0;10;58
"7847";0;971,2;29,2;33;14,76;0;10;58
"7848";0;970,1;29,7;31;7,56;0;10;58
"7849";0;969,2;30;31;6,12;0;10;58
"7850";0;969;29,9;30;6,12;0;10;58
"7851";0;968,9;28,4;31;7,2;0;10;58
"7852";0;969;25,7;40;1,08;0;10;58
"7853";0;969,3;19,4;61;0,72;0;10;58
"7854";0;969,6;17,7;69;0,72;0;10;58
"7855";0;970;16,1;74;0;0;18;57
"7856";0;970,5;14,3;79;0;0;18;57
"7857";0;970,6;12,8;82;0;0;18;57
"7858";0;970,6;12,3;83;0;0;18;57
"7859";0;970,5;12,2;85;0,36;0;18;57
"7860";0;970,1;10,6;85;0;0;18;57
"7861";0;969,8;10,6;88;0,72;0;18;57
"7862";0;969,7;9,9;89;0;0;18;57
"7863";0;970;9,5;89;0;0;18;57
"7864";0;970,1;9,1;90;0;0;18;57
"7865";0;970,7;9,2;91;0;0;18;57
"7866";0;971,4;11,8;88;0;0;18;57
"7867";0;971,7;16,8;81;0;0;18;57
"7868";0;971,8;23,7;53;11,16;0;18;57
"7869";0;971,7;26,5;40;15,84;0;18;57
"7870";0;971,3;28,2;35;13,32;0;18;57
"7871";0;970,6;28,9;29;15,84;0;18;57
"7872";0;969,4;28,8;28;16,56;0;18;57
"7873";0;968,9;29,1;27;10,44;0;18;57
"7874";0;968,6;28,9;27;11,16;0;18;57
"7875";0;968,4;27,9;29;7,56;0;18;57
"7876";0;968,9;23,8;40;0,36;0;18;57
"7877";0;969,6;19,7;58;1,8;0;18;57
"7878";0;970,4;16,9;70;2,88;0;18;57
"7879";0;970,9;14,2;73;1,08;0;26;57
"7880";0;971,3;13,6;78;3,24;0;26;57
"7881";0;971,6;12,6;82;3,24;0;26;57
"7882";0;971,7;11;83;0;0;26;57
"7883";0;971,5;10,4;84;0;0;26;57
"7884";0;971,1;9,7;86;0;0;26;57
"7885";0;970,6;9,2;88;1,8;0;26;57
"7886";0;970,5;9,4;88;0;0;26;57
"7887";0;970,7;8,5;88;0;0;26;57
"7888";0;970,6;8,2;89;0;0;26;57
"7889";0;971,4;8,4;89;0;0;26;57
"7890";0;973,5;19,5;70;17,28;0;26;57
"7891";0;974,7;20,7;57;11,88;0;26;57
"7892";0;975,2;21,8;56;10,44;0;26;57
"7893";0;975,1;23,7;54;10,08;0;26;57
"7894";0;974,9;24,2;55;10,8;0;26;57
"7895";0;974,1;25,3;49;6,12;0;26;57
"7896";0;973,1;26,7;44;7,56;0;26;57
"7897";0;972,7;27;43;6,84;0;26;57
"7898";0;972,4;27,1;42;6,84;0;26;57
"7899";0;972,6;25,2;48;7,2;0;26;57
"7900";0;973;22,3;56;7,92;0;26;57
"7901";0;973,2;20,3;63;6,84;0;26;57
"7902";0;973,5;17,5;70;0;0;26;57
"7903";0;974,1;16,7;72;0,36;0;36;58
"7904";0;973,9;15,5;78;2,88;0;36;58
"7905";0;973,9;14,1;80;1,44;0;36;58
"7906";0;973,7;12,9;82;0;0;36;58
"7907";0;973,2;12,6;85;0;0;36;58
"7908";0;972,9;11,1;86;0;0;36;58
"7909";0;972,5;10,8;88;0;0;36;58
"7910";0;972,4;10,4;89;0;0;36;58
"7911";0;972,6;9,4;89;0;0;36;58
"7912";0;972,7;9,1;89;0;0;36;58
"7913";0;973,5;9;90;0;0;36;58
"7914";0;974,3;12,6;89;0;0;36;58
"7915";0;975,2;16,3;85;0,36;0;36;58
"7916";0;975,4;20,2;74;11,16;0;36;58
"7917";0;975,4;23,4;63;11,16;0;36;58
"7918";0;974,8;24,7;59;8,64;0;36;58
"7919";0;973,8;26,8;53;9,72;0;36;58
"7920";0;972,5;28,1;48;9;0;36;58
"7921";0;971,7;28,9;39;7,92;0;36;58
"7922";0;971,4;28,8;42;2,88;0;36;58
"7923";0;971,5;27,9;44;3,6;0;36;58
"7924";0;971,7;24,5;56;2,16;0;36;58
"7925";0;972;21,8;64;3,96;0;36;58
"7926";0;972,4;20,5;67;0;0;36;58
"7927";0;972,8;17,7;73;1,8;0;47;58
"7928";0;973,2;16,3;76;0;0;47;58
"7929";0;973,3;15,5;82;0;0;47;58
"7930";0;973;15,5;85;2,52;0;47;58
"7931";0;973;13,5;85;0;0;47;58
"7932";0;972,6;12,8;85;0;0;47;58
"7933";0;972,2;12,4;88;0;0;47;58
"7934";0;971,6;12,1;89;1,08;0;47;58
"7935";0;971,8;11,7;90;1,44;0;47;58
"7936";0;972,2;11,6;91;0;0;47;58
"7937";0;972,7;10,9;90;0;0;47;58
"7938";0;973,5;15,1;91;0;0;47;58
"7939";0;973,8;18,4;84;1,08;0;47;58
"7940";0;974,1;20,8;75;1,8;0;47;58
"7941";0;973,5;25,3;61;2,88;0;47;58
"7942";0;972,8;28,2;47;10,8;0;47;58
"7943";0;971,5;28;44;13,68;0;47;58
"7944";0;970,5;29,9;37;11,88;0;47;58
"7945";0;969,5;29,7;34;11,16;0;47;58
"7946";0;969,3;28,8;33;8,64;0;47;58
"7947";0;969,1;28,1;37;0,36;0;47;58
"7948";0;969,2;24,9;47;0,36;0;47;58
"7949";0;969,7;19,6;66;0,36;0;47;58
"7950";0;970,3;17,8;74;0;0;47;58
"7951";0;970,6;16,3;79;0;0;57;58
"7952";0;970,8;14,8;80;1,08;0;57;58
"7953";0;970,8;13,8;82;0;0;57;58
