"";"PRECIPITACAO";"PRESSAO";"TEMPERATURA";"UMIDADE";"VENTO";"ACIDENTE";"LUAR";"LUA_DISTANCIA"
"1";0;968,5;20,5;86;3,6;0;4;56
"2";0;968,2;20,3;88;1,08;0;4;56
"3";6,4;968,2;20,3;88;9,72;0;4;56
"4";0,2;967,9;20,4;86;6,12;0;4;56
"5";1,6;967,5;19,5;92;5,4;0;4;56
"6";0;966,4;19,3;93;2,88;0;4;56
"7";0;966,4;19,2;93;3,24;0;4;56
"8";0,2;966;18,7;95;0,72;0;4;56
"9";0,8;965,6;18,8;95;5,76;0;4;56
"10";0;965,8;19,2;89;3,96;0;4;56
"11";0;967,3;18,3;94;0;0;4;56
"12";0,8;968,1;19,8;92;3,6;0;4;56
"13";0;967,6;21,8;81;14,04;0;4;56
"14";0;970,9;21,6;85;15,84;0;4;56
"15";0;969,6;22,1;79;1,44;0;4;56
"16";0;967,9;23,5;75;6,84;0;4;56
"17";0;970;22,4;82;7,2;0;4;56
"18";3,8;967,9;20,6;93;3,96;0;4;56
"19";0,8;966,5;20,6;94;1,44;0;4;56
"20";0,8;965;20,4;94;11,88;0;4;56
"21";0,2;966,6;20,4;90;10,8;0;4;56
"22";0,2;966,8;19,9;90;5,4;0;4;56
"23";0;966,5;19,4;92;5,76;0;4;56
"24";0;966,7;18,7;95;2,16;0;4;56
"25";0;967,5;18,7;94;6,48;0;9;57
"26";0;968,2;18,8;95;1,08;0;9;57
"27";0;967,8;18,6;95;1,44;0;9;57
"28";0;967,8;19;95;2,52;0;9;57
"29";0;967,8;19,2;94;3,6;0;9;57
"30";0;967,3;18,9;94;1,8;0;9;57
"31";0;966,5;19;95;1,08;0;9;57
"32";0;966,5;19;95;2,16;0;9;57
"33";0;966,5;19,1;93;2,88;0;9;57
"34";0;967;18,7;94;1,08;0;9;57
"35";0;967,8;18,8;93;2,88;0;9;57
"36";0;968,2;19,5;90;0,36;0;9;57
"37";0;969,1;19,8;87;4,32;0;9;57
"38";0;969,3;20,3;84;3,96;0;9;57
"39";0;969,5;20,7;84;0,72;0;9;57
"40";0;968,9;20,6;86;7,56;0;9;57
"41";0;968,2;21,7;82;7,92;0;9;57
"42";0;967,6;22,3;78;5,76;0;9;57
"43";0;966,8;22,8;76;5,04;0;9;57
"44";0;966,5;23,2;73;4,68;0;9;57
"45";0;966,7;23,2;73;5,4;0;9;57
"46";0;967;22,6;76;4,68;0;9;57
"47";0;967,5;19,9;89;0;0;9;57
"48";0;967,8;18,9;94;0;0;9;57
"49";0;968,4;17,9;95;0;0;16;57
"50";0;968,7;17,6;96;0;0;16;57
"51";0;968,8;16,8;96;0;0;16;57
"52";0;968,7;15,8;96;0;0;16;57
"53";0;968,4;16,2;97;1,08;0;16;57
"54";0;968;17,6;97;4,32;0;16;57
"55";0;967,9;17,5;97;2,88;0;16;57
"56";0;967,8;16,7;97;0;0;16;57
"57";0;967,9;16;97;0;0;16;57
"58";0;968,5;15,9;97;3,24;0;16;57
"59";0;969,2;15,7;97;1,44;0;16;57
"60";0;969,5;18,2;97;0,36;0;16;57
"61";0,2;970,7;18;94;15,48;0;16;57
"62";0;971;19,5;90;7,56;0;16;57
"63";0;970,9;22,6;79;5,76;0;16;57
"64";0;970,2;24,5;71;12,24;0;16;57
"65";0,6;970,2;21,9;82;9,72;0;16;57
"66";1,2;968,9;23,9;75;6,48;0;16;57
"67";0;968,5;25,3;67;7,2;0;16;57
"68";0;968,2;25,6;68;8,64;0;16;57
"69";0;968,1;25,8;65;4,68;0;16;57
"70";0;968,7;24,3;73;6,48;0;16;57
"71";0;968,9;22,1;83;2,88;0;16;57
"72";0;969,8;21;89;4,32;0;16;57
"73";0;969,9;20,3;93;3,96;0;25;58
"74";0;970,1;20;93;0,72;0;25;58
"75";0;970,1;19,5;94;1,8;0;25;58
"76";0;970,1;17,7;96;0,36;0;25;58
"77";0;970,1;17;96;0;0;25;58
"78";0;969,6;16,8;97;0;0;25;58
"79";0;969,8;16,1;97;1,08;0;25;58
"80";0;970,1;16,4;97;0,72;0;25;58
"81";0;970,8;16,6;97;0;0;25;58
"82";0;971,3;16,7;97;3,24;0;25;58
"83";0;971,9;17,1;97;0;0;25;58
"84";0;972,3;17,8;97;0;0;25;58
"85";0;972,8;20,9;97;3,6;0;25;58
"86";0;973,1;22,4;78;10,44;0;25;58
"87";0;973,3;24,6;70;11,16;0;25;58
"88";0;972,7;26,9;63;10,08;0;25;58
"89";0;972,2;28,2;58;10,08;0;25;58
"90";0;971,4;28,8;54;8,64;0;25;58
"91";0;970,5;29,5;50;10,8;0;25;58
"92";0;970,3;29,2;52;11,16;0;25;58
"93";0;970,4;28,9;51;9,72;0;25;58
"94";0;970,6;27,2;58;9,72;0;25;58
"95";0;971,1;25;67;6,12;0;25;58
"96";0;971,8;23,4;75;0,72;0;25;58
"97";0;972,5;22,4;80;0,36;0;35;59
"98";0;972,6;22,1;80;3,6;0;35;59
"99";0;973;22,1;76;8,64;0;35;59
"100";0;973,6;20,6;77;10,8;0;35;59
"101";0;973,5;19,5;77;13,68;0;35;59
"102";0;973,2;17,9;82;9;0;35;59
"103";0;973;16,7;84;12,96;0;35;59
"104";0;973,1;16;85;13,32;0;35;59
"105";0;973,3;15,6;85;8,64;0;35;59
"106";0;973,7;15,4;85;11,16;0;35;59
"107";0;974,5;15,5;85;10,44;0;35;59
"108";0;975,3;16,1;83;6,84;0;35;59
"109";0;975,7;18,7;72;18,36;0;35;59
"110";0;975,6;20,4;64;20,16;0;35;59
"111";0;975,4;22,1;61;16,2;0;35;59
"112";0;974,5;24,6;53;18;0;35;59
"113";0;974;25,2;51;16,2;0;35;59
"114";0;973,2;25,6;50;16,2;0;35;59
"115";0;972,7;25,2;50;20,16;0;35;59
"116";0;972,6;24,4;51;18;0;35;59
"117";0;972,8;23,5;52;22,68;0;35;59
"118";0;973,5;21,6;58;19,8;0;35;59
"119";0;974,1;20,1;62;19,44;0;35;59
"120";0;974,9;18,5;66;20,88;0;35;59
"121";0;975,7;17,4;69;16,56;0;45;60
"122";0;975,5;16,3;72;17,28;0;45;60
"123";0;975,1;15,8;74;15,48;0;45;60
"124";0;974,6;15,2;76;12,24;0;45;60
"125";0;974,2;14,6;79;11,16;0;45;60
"126";0;973,8;14,6;79;15,12;0;45;60
"127";0;973,9;14,4;81;10,44;0;45;60
"128";0;973,6;14,2;83;10,44;0;45;60
"129";0;973,8;14;84;9;0;45;60
"130";0;974;14;85;10,8;0;45;60
"131";0;974,5;14;86;8,64;0;45;60
"132";0;974,6;16,2;77;15,12;0;45;60
"133";0;974,9;18,8;67;18,36;0;45;60
"134";0;974,7;22,6;59;14,04;0;45;60
"135";0;973,3;25,7;51;12,24;0;45;60
"136";0;972,4;28,6;44;16,92;0;45;60
"137";0;971,2;30,8;36;19,8;0;45;60
"138";0;970,3;30,3;37;12,6;0;45;60
"139";0;969,7;30,7;37;5,76;0;45;60
"140";0;969,5;31,9;33;11,52;0;45;60
"141";0;969,6;31,4;32;9,72;0;45;60
"142";0;969,9;29,3;40;7,2;0;45;60
"143";0;970,7;25;57;11,88;0;45;60
"144";0;971,7;22,6;65;6,84;0;45;60
"145";0;972,3;21,1;69;11,52;0;56;61
"146";0;972,8;20,1;73;9,72;0;56;61
"147";0;973,2;19,9;73;10,8;0;56;61
"148";0;972,9;19,2;75;6,48;0;56;61
"149";0;972,7;18,6;78;4,68;0;56;61
"150";0;972,4;18,2;80;7,56;0;56;61
"151";0;972,1;17,7;81;6,48;0;56;61
"152";0;971,6;17,2;83;5,04;0;56;61
"153";0;972;16,4;86;3,6;0;56;61
"154";0;972,6;15,9;89;6,12;0;56;61
"155";0;973;15,8;92;0;0;56;61
"156";0;973,5;18,7;79;4,32;0;56;61
"157";0;973,7;23,5;66;3,96;0;56;61
"158";0;973,2;28,6;49;20,88;0;56;61
"159";0;972,5;31;41;26,28;0;56;61
"160";0;971,8;31,5;38;23,04;0;56;61
"161";0;970,9;33,7;32;23,04;0;56;61
"162";0;969,8;34,6;29;21,24;0;56;61
"163";0;969,2;35,2;27;20,16;0;56;61
"164";0;969;34,9;25;15,48;0;56;61
"165";0;969,3;34,2;27;13,32;0;56;61
"166";0;969,5;31,2;32;4,32;0;56;61
"167";0;970,1;25,5;53;2,52;0;56;61
"168";0;970,7;22,9;68;0;0;56;61
"169";0;971,2;21,1;77;0;0;66;62
"170";0;971,5;19,6;83;0;0;66;62
"171";0;971,7;18,5;86;0;0;66;62
"172";0;971,8;18,3;89;0;0;66;62
"173";0;971,8;17,1;92;0;0;66;62
"174";0;971,3;16,5;92;0;0;66;62
"175";0;971,1;16,3;93;0;0;66;62
"176";0;971,1;16,9;91;0;0;66;62
"177";0;971,3;16,9;93;0;0;66;62
"178";0;971,9;19,3;83;0,36;0;66;62
"179";0;972,7;20,9;77;0;0;66;62
"180";0;973,2;26,2;56;2,16;0;66;62
"181";0;973,7;30,2;41;16,56;0;66;62
"182";0;973,8;31,4;37;15,84;0;66;62
"183";0;973,5;33,5;33;16,92;0;66;62
"184";0;972,7;34,7;29;17,64;0;66;62
"185";0;971,8;35,4;26;14,76;0;66;62
"186";0;970,8;36,2;24;14,76;0;66;62
"187";0;969,9;36,4;22;14,4;0;66;62
"188";0;969,5;35,2;22;15,12;0;66;62
"189";0;969,4;34,9;21;10,08;0;66;62
"190";0;969,5;31,6;30;2,88;0;66;62
"191";0;970;25,2;54;1,8;0;66;62
"192";0;970,2;24,5;55;0,72;0;66;62
"193";0;970,5;21,3;73;0,36;0;76;62
"194";0;970,7;19,2;82;0;0;76;62
"195";0;970,6;19,2;81;0;0;76;62
"196";0;970,4;18,1;88;0;0;76;62
"197";0;969,9;16,9;89;0;0;76;62
"198";0;969,4;16;88;0;0;76;62
"199";0;969;15,6;93;0;0;76;62
"200";0;968,8;15,3;92;0;0;76;62
"201";0;969,1;15,1;93;1,44;0;76;62
"202";0;969,5;14,7;92;0,36;0;76;62
"203";0;970;17,5;85;2,88;0;76;62
"204";0;970,4;26,2;51;5,4;0;76;62
"205";0;970,5;29,1;40;19,8;0;76;62
"206";0;970,4;32,1;33;21,24;0;76;62
"207";0;969,9;33,7;30;23,76;0;76;62
"208";0;969;34,8;27;24,48;0;76;62
"209";0;967,9;36,3;24;20,52;0;76;62
"210";0;966,8;36,3;20;16,92;0;76;62
"211";0;966,1;36,2;20;18;0;76;62
"212";0;965,9;35,9;21;15,12;0;76;62
"213";0;965,9;34,7;24;16,56;0;76;62
"214";0;966,1;31,7;29;6,48;0;76;62
"215";0;966,6;27,2;43;0,72;0;76;62
"216";0;967,2;24,3;55;0;0;76;62
"217";0;968;22;65;0;0;84;63
"218";0;968,2;19,8;78;0;0;84;63
"219";0;968,3;18,9;84;0;0;84;63
"220";0;968,2;18;80;0;0;84;63
"221";0;967,9;16,6;90;0;0;84;63
"222";0;967,4;16,1;91;0;0;84;63
"223";0;966,9;16,2;91;0;0;84;63
"224";0;966,6;16;92;0;0;84;63
"225";0;967;15,8;91;0;0;84;63
"226";0;967,6;15,7;91;0;0;84;63
"227";0;968,4;17,3;86;0,36;0;84;63
"228";0;969;24,1;63;0,72;0;84;63
"229";0;969,4;29,6;37;12,6;0;84;63
"230";0;969,4;31,4;32;18,36;0;84;63
"231";0;969,1;33,9;29;16,2;0;84;63
"232";0;968,5;35,4;27;15,12;0;84;63
"233";0;967,7;36,3;25;15,48;0;84;63
"234";0;966,7;37,1;21;11,52;0;84;63
"235";0;966;37;23;14,04;0;84;63
"236";0;965,6;36,6;22;9;0;84;63
"237";0;965,8;35,8;24;9,72;0;84;63
"238";0;965,8;32;33;1,8;0;84;63
"239";0;966,2;27,9;45;2,16;0;84;63
"240";0;966,7;24,4;61;2,16;0;84;63
"241";0;967,1;22,1;73;1,08;0;91;63
"242";0;967,4;20,9;77;0;0;91;63
"243";0;967,6;19;84;0;0;91;63
"244";0;967,5;19;82;2,52;0;91;63
"245";0;967,2;17,5;88;0,36;0;91;63
"246";0;966,6;17,7;89;0;0;91;63
"247";0;966,3;16,6;91;0;0;91;63
"248";0;966;16,7;92;0;0;91;63
"249";0;966,3;15,6;94;0;0;91;63
"250";0;966,8;15,6;94;0;0;91;63
"251";0;967,5;16;94;0;0;91;63
"252";0;968;20,4;81;0,36;0;91;63
"253";0;968,1;28,1;53;1,08;0;91;63
"254";0;967,9;33,7;27;20,16;0;91;63
"255";0;967,5;35,1;26;16,56;0;91;63
"256";0;966,7;37,4;23;19,44;0;91;63
"257";0;965,8;36,9;22;15,84;0;91;63
"258";0;964,8;36,9;21;14,4;0;91;63
"259";0;964,1;37,2;20;9,36;0;91;63
"260";0;963,8;36,6;20;9,36;0;91;63
"261";0;964,1;35,2;23;6,48;0;91;63
"262";0;964,2;33,5;25;6,84;0;91;63
"263";0;964,7;26,7;49;1,08;0;91;63
"264";0;964,9;24,9;56;0,72;0;91;63
"265";0;965,4;22,1;71;0,72;0;96;63
"266";0;965,8;19,8;78;0;0;96;63
"267";0;965,9;19,7;78;2,52;0;96;63
"268";0;965,9;18,6;83;0;0;96;63
"269";0;965,5;17,9;85;2,52;0;96;63
"270";0;965,4;17,6;88;0;0;96;63
"271";0;965;17,5;87;0;0;96;63
"272";0;964,9;17,3;91;1,44;0;96;63
"273";0;964,9;17,9;86;3,24;0;96;63
"274";0;965,9;19;76;10,44;0;96;63
"275";0;966,8;18,8;79;3,6;0;96;63
"276";0;967,2;23,1;61;1,8;0;96;63
"277";0;967,7;26,3;55;2,52;0;96;63
"278";0;967,9;30,7;32;3,24;0;96;63
"279";0;967,5;34,7;23;1,8;0;96;63
"280";0;966,8;36;20;6,84;0;96;63
"281";0;965,9;37,1;18;12,96;0;96;63
"282";0;965;37,8;17;7,2;0;96;63
"283";0;964,6;37,9;17;12,24;0;96;63
"284";0;964,6;38,1;16;11,52;0;96;63
"285";0;965,1;36,1;19;9;0;96;63
"286";0;965,8;33,8;28;16,92;0;96;63
"287";0;966,6;30,6;44;20,16;0;96;63
"288";0;967,3;28,4;52;12,96;0;96;63
"289";0;968,4;26,3;59;11,88;0;99;63
"290";0;969,1;24,4;67;7,56;0;99;63
"291";0;969,3;23,2;72;5,04;0;99;63
"292";0;969,2;21,4;79;1,44;0;99;63
"293";0;968,9;19,7;86;0;0;99;63
"294";0;968,4;18,4;87;0,36;0;99;63
"295";0;967,9;17,6;91;0;0;99;63
"296";0;967,7;16,7;93;0;0;99;63
"297";0;968,2;16,3;94;0;0;99;63
"298";0;969;16;94;1,08;0;99;63
"299";0;970;16,6;91;0;0;99;63
"300";0;970,6;21;80;0,36;0;99;63
"301";0;970,7;24;69;8,28;0;99;63
"302";0;970,8;26,8;57;9;0;99;63
"303";0;970,5;29,1;48;8,64;0;99;63
"304";0;970;31,4;41;6,84;0;99;63
"305";0;969,1;33,6;35;7,2;0;99;63
"306";0;968,2;33,9;34;11,16;0;99;63
"307";0;967,5;34,6;31;10,08;0;99;63
"308";0;967,1;34,4;30;9,36;0;99;63
"309";0;967,3;33,5;32;9;0;99;63
"310";0;967,8;31,1;39;8,28;0;99;63
"311";0;968,4;28,3;47;6,48;0;99;63
"312";0;969;26,5;52;6,48;0;99;63
"313";0;969,9;25,1;57;11,88;0;99;63
"314";0;970,6;23,5;62;11,52;0;99;63
"315";0;971,2;21,7;67;6,84;0;99;63
"316";0;971,1;20,3;72;10,08;0;99;63
"317";0;970,7;19;76;10,08;0;99;63
"318";0;970,4;18,3;78;11,52;0;99;63
"319";0;970,2;17,7;80;10,44;0;99;63
"320";0;970,2;17;83;9,36;0;99;63
"321";0;970,4;16,2;86;4,32;0;99;63
"322";0;970,7;15,6;88;3,96;0;99;63
"323";0;971,4;16,4;85;7,2;0;99;63
"324";0;972,1;18,1;79;11,88;0;99;63
"325";0;972,1;20,4;69;12,96;0;99;63
"326";0;971,8;23,9;57;14,4;0;99;63
"327";0;971,1;26,7;48;14,4;0;99;63
"328";0;970;30,3;39;12,96;0;99;63
"329";0;968,7;31,7;34;11,52;0;99;63
"330";0;967,3;33,4;30;10,8;0;99;63
"331";0;966,3;34,9;24;11,16;0;99;63
"332";0;966,1;35,1;24;7,92;0;99;63
"333";0;965,9;34,8;25;10,44;0;99;63
"334";0;966;31,7;31;7,92;0;99;63
"335";0;966,4;27,5;41;0,72;0;99;63
"336";0;967,2;24,5;54;4,68;0;99;63
"337";0;968,2;36,4;26;3,9;1;98;63
"338";0;968;24,8;56;6,12;0;98;63
"339";0;968,3;24,1;61;6,84;0;98;63
"340";0;968,2;22,8;68;0;0;98;63
"341";0;968,3;22,8;69;5,4;0;98;63
"342";0;968;21,8;75;5,76;0;98;63
"343";0;967,6;21,2;76;7,56;0;98;63
"344";0;967,3;20,2;79;9;0;98;63
"345";0;967,3;19,5;82;8,64;0;98;63
"346";0;967,6;19;83;8,64;0;98;63
"347";0;968,1;18,4;85;9,36;0;98;63
"348";0;969,1;18,4;86;8,64;0;98;63
"349";0;969,6;21;77;8,28;0;98;63
"350";0;970,1;24,4;62;10,44;0;98;63
"351";0;969,8;28,5;49;10,08;0;98;63
"352";0;969;32,5;33;20,16;0;98;63
"353";0;968,2;35,1;25;15,84;0;98;63
"354";0;967,4;36,2;23;14,04;1;98;63
"355";0;966,3;36,9;20;15,84;0;98;63
"356";0;965,6;36,9;19;15,48;0;98;63
"357";0;965,2;37,2;18;14,76;0;98;63
"358";0;965,1;36,3;19;12,24;0;98;63
"359";0;965,4;33,3;23;7,56;0;98;63
"360";0;965,8;29,1;32;0;0;98;63
"361";0;966,4;25,2;47;0;0;98;63
"362";0;969;23,3;86;0;1;94;63
"363";0;967,5;37,8;17;3,6;1;94;63
"364";0;967;22;62;0;0;94;63
"365";0;967,5;20,5;69;0;0;94;63
"366";0;967,6;19,2;75;0;0;94;63
"367";0;967,4;17,7;81;0;0;94;63
"368";0;967,1;16,7;84;0;0;94;63
"369";0;966,8;16,2;87;0;0;94;63
"370";0;966,8;16,5;86;2,52;0;94;63
"371";0;966,7;16;83;1,8;0;94;63
"372";0;967,1;16,5;83;1,08;0;94;63
"373";0;967,8;17;76;2,16;0;94;63
"374";0;968,5;16,6;85;1,8;0;94;63
"375";0;969;23,3;60;0;1;94;63
"376";0;969;30,8;31;17,64;0;94;63
"377";0;968,9;33,2;26;19,08;0;94;63
"378";0;968,7;34,5;21;23,76;0;94;63
"379";0;968;36,1;20;21,6;0;94;63
"380";0;967,5;37,1;17;16,92;0;94;63
"381";0;966,8;37,3;15;12,96;1;94;63
"382";0;966,2;36,8;15;13,32;0;94;63
"383";0;965,7;36,9;14;12,6;0;94;63
"384";0;965,4;35,8;16;11,52;0;94;63
"385";0;965,9;33,1;19;6,84;0;94;63
"386";0;966,2;27,3;35;0;0;94;63
"387";0;966,8;23,7;48;0;0;94;63
"388";0;967,3;19,8;67;2,52;0;88;62
"389";0;967,5;19,2;71;0;0;88;62
"390";0;967,3;17,6;78;0;0;88;62
"391";0;967,1;17;82;0;0;88;62
"392";0;966,7;16;84;0;0;88;62
"393";0;965,9;15,2;87;0;0;88;62
"394";0;965,5;14;89;0;0;88;62
"395";0;965,3;13,9;89;0;0;88;62
"396";0;965,6;13;93;0;0;88;62
"397";0;966;12,3;92;0;0;88;62
"398";0;966,6;13;90;0,72;0;88;62
"399";0;966,9;19,7;69;0,36;0;88;62
"400";0;967;26,9;47;0;0;88;62
"401";0;966,5;33,6;23;15,48;0;88;62
"402";0;965,9;35;21;17,28;0;88;62
"403";0;964,9;37,2;17;14,04;0;88;62
"404";0;963,8;37,6;14;11,52;0;88;62
"405";0;962,3;37,8;14;14,76;0;88;62
"406";0;961,5;37,8;14;6,84;0;88;62
"407";0;961,1;37,5;14;10,08;0;88;62
"408";0;961,1;36,4;15;9;0;88;62
"409";0;961;32,9;21;4,68;0;88;62
"410";0;961,3;27,7;34;3,24;0;88;62
"411";0;961,8;24;47;1,8;0;88;62
"412";0;962,1;23,9;61;0;1;81;62
"413";0;963,2;34,4;22;3,4;1;81;62
"414";0;962,1;20,9;61;0;1;81;62
"415";0;962,3;19,1;67;1,08;0;81;62
"416";0;962;17,3;77;0;0;81;62
"417";0;962,1;16,3;81;0;0;81;62
"418";0;961,5;15,7;81;0;0;81;62
"419";0;961,4;15,6;84;0;0;81;62
"420";0;961,2;17,7;66;2,16;0;81;62
"421";0;961;14,8;82;3,24;0;81;62
"422";0;961,5;14,4;81;0;0;81;62
"423";0;961,5;13,8;86;0;0;81;62
"424";0;962,2;13,8;86;0,36;0;81;62
"425";0;963;19,5;66;2,16;0;81;62
"426";0;963,2;26,4;40;0,72;0;81;62
"427";0;963,2;32,1;22;6,48;0;81;62
"428";0;961,8;36,1;16;7,56;0;81;62
"429";0;960,9;36,8;16;9,72;0;81;62
"430";0;960;37,7;18;10,44;0;81;62
"431";0;959,4;37,4;22;10,8;0;81;62
"432";0;959,4;35,5;29;12,96;0;81;62
"433";0;960;33,4;32;15,48;0;81;62
"434";0;960,3;31,6;39;6,84;0;81;62
"435";0;960,6;29,3;45;10,44;0;81;62
"436";0;961,2;28,3;48;8,64;0;81;62
"437";0;961,7;26,4;56;1,08;0;72;61
"438";0;962,1;23,3;69;0;0;72;61
"439";0;962,4;23;72;2,52;0;72;61
"440";0;962,5;22,1;76;0;0;72;61
"441";0;962,3;21,8;78;1,44;0;72;61
"442";0;961,9;20,4;84;0;0;72;61
"443";0;961,3;19,4;88;0;0;72;61
"444";0;961,4;19,6;86;0;0;72;61
"445";0;961,7;20,5;80;2,88;0;72;61
"446";0;962,2;19,3;85;1,08;0;72;61
"447";0;963;19,8;82;4,68;0;72;61
"448";0;963,6;21,7;74;4,32;0;72;61
"449";0;963;24;64;10,08;0;72;61
"450";0;962,5;28;49;10,08;0;72;61
"451";0;961,9;31,6;38;8,64;0;72;61
"452";0;961,1;34,1;31;9,36;0;72;61
"453";0;960;36,1;26;13,68;0;72;61
"454";0;958,9;37,2;23;15,12;0;72;61
"455";0;957,8;37,5;24;16,92;0;72;61
"456";0;957,5;38;21;17,28;0;72;61
"457";0;959,4;28,1;56;7,56;0;72;61
"458";0;958,7;26,4;66;3,24;0;72;61
"459";2,4;959,6;23,3;82;6,48;0;72;61
"460";0;960,3;23;85;3,96;0;72;61
"461";0;961,3;22,6;85;7,2;0;62;61
"462";0;961,8;22,4;85;3,96;0;62;61
"463";0;962,2;21,6;85;3,6;0;62;61
"464";0;962,4;20,9;90;0,36;0;62;61
"465";0;962,3;20;93;0,36;0;62;61
"466";0;962,1;19,8;95;0;0;62;61
"467";0;962,5;19,4;95;5,04;0;62;61
"468";0;963,2;20,1;90;2,16;0;62;61
"469";0;963,5;19,5;92;0;0;62;61
"470";0,2;963,8;19,5;94;0;0;62;61
"471";0;964,1;19,9;94;0,72;0;62;61
"472";17,8;966,1;20,4;95;1,8;0;62;61
"473";0,2;966,8;22,5;93;4,68;0;62;61
"474";0;966,2;24;88;2,52;0;62;61
"475";0,4;967;23,6;87;5,76;0;62;61
"476";0,8;967,3;21,9;88;15,48;0;62;61
"477";0,2;965,9;22,9;85;4,68;0;62;61
"478";0;964,6;25,4;72;7,2;0;62;61
"479";0;964;27,5;64;4,68;0;62;61
"480";0;963,8;28,3;63;3,96;0;62;61
"481";0,2;963,6;27,2;67;7,56;0;62;61
"482";0;964,4;25,9;74;2,52;0;62;61
"483";0;965,3;25,2;76;8,64;0;62;61
"484";0;965,7;24,8;77;0;0;62;61
"485";0,4;968,1;22,8;90;0;0;51;60
"486";0,6;967,9;22,4;93;0;0;51;60
"487";4,8;969,9;21,3;90;0;0;51;60
"488";3;968,9;20,3;93;0;0;51;60
"489";0,4;968,3;20,8;92;0;0;51;60
"490";0;966,8;21;90;0;0;51;60
"491";0;966,7;21,5;89;0;0;51;60
"492";0;966,6;21,2;90;0;0;51;60
"493";0;967;20,6;93;0;0;51;60
"494";0;967,3;19,9;94;0;0;51;60
"495";0;968,2;20,8;95;6,48;0;51;60
"496";0;968,7;21,5;93;6,48;0;51;60
"497";0;969,4;20,8;93;11,16;0;51;60
"498";0;969,9;21,9;87;11,16;0;51;60
"499";0;970;23,2;79;14,76;0;51;60
"500";0;969,6;25,2;70;11,88;0;51;60
"501";0;968,9;26,9;63;9,72;0;51;60
"502";0;968,1;27,6;61;6,84;0;51;60
"503";0;967,5;28,3;58;5,4;0;51;60
"504";0;966,8;28,4;58;7,2;0;51;60
"505";0;967;28,1;59;10,44;0;51;60
"506";0;967,5;26,7;65;6,12;0;51;60
"507";0;968;24,8;75;5,4;0;51;60
"508";0;968,4;24,1;75;9,72;0;51;60
"509";0;969,1;23,2;75;9,36;0;41;59
"510";0;969,8;21,7;77;13,32;0;41;59
"511";0;970,3;20,3;80;10,44;0;41;59
"512";0;970,5;19,4;83;7,92;0;41;59
"513";0;970,5;18,5;83;10,8;0;41;59
"514";0;970,2;17,9;82;10,8;0;41;59
"515";0;970,2;17,3;85;6,84;0;41;59
"516";0;970,1;16,8;86;10,8;0;41;59
"517";0;970,8;16,2;88;5,4;0;41;59
"518";0;971,4;16;89;7,56;0;41;59
"519";0;972,1;16,4;87;9,72;0;41;59
"520";0;972,9;17,9;80;15,48;0;41;59
"521";0;973,5;19,4;73;21,24;0;41;59
"522";0;973,9;21,6;66;17,64;0;41;59
"523";0;973,5;24,1;60;15,48;0;41;59
"524";0;972,7;25,9;55;15,84;0;41;59
"525";0;972;27,6;50;17,28;0;41;59
"526";0;971,1;28,8;47;16,56;0;41;59
"527";0;970,5;29,1;43;16,56;0;41;59
"528";0;970,5;29,3;40;18;0;41;59
"529";0;970,9;28,5;42;18,72;0;41;59
"530";0;971,5;26,6;49;17,64;0;41;59
"531";0;972,3;24,5;57;14,4;0;41;59
"532";0;973,2;22,8;62;19,08;0;41;59
"533";0;974,4;20,9;67;18,72;0;31;58
"534";0;975,3;19,2;72;11,88;0;31;58
"535";0;975,4;18,3;71;18,72;0;31;58
"536";0;975,2;17,2;72;17,28;0;31;58
"537";0;974,6;16,5;71;18,72;0;31;58
"538";0;974,3;16;74;18;0;31;58
"539";0;973,9;15,9;76;10,8;0;31;58
"540";0;974;16,4;71;19,44;0;31;58
"541";0;974;16,1;73;14,4;0;31;58
"542";0;974,7;15,2;70;15,12;0;31;58
"543";0;975,3;15,5;70;15,12;0;31;58
"544";0;976,1;17;65;20,52;0;31;58
"545";0;976,2;19;60;19,08;0;31;58
"546";0;976,1;20,2;57;26,28;0;31;58
"547";0;975,7;23;47;24,48;0;31;58
"548";0;974,6;24,6;45;21,96;0;31;58
"549";0;973,6;25,7;43;21,96;0;31;58
"550";0;972,7;27;41;20,16;0;31;58
"551";0;971,8;27,3;40;22,68;0;31;58
"552";0;971,6;26,5;41;20,52;0;31;58
"553";0;971,8;25,6;43;22,32;0;31;58
"554";0;972,3;23,7;48;18;0;31;58
"555";0;973;21,8;53;14,76;0;31;58
"556";0;973,3;20;59;12,6;0;31;58
"557";0;973,8;18,7;62;15,48;0;21;57
"558";0;974;17,3;67;18,36;0;21;57
"559";0;974,3;16,4;70;12,96;0;21;57
"560";0;974,4;15,8;74;12,6;0;21;57
"561";0;974,3;15,7;76;12,96;0;21;57
"562";0;973,9;15,5;77;13,32;0;21;57
"563";0;973,1;15,4;78;14,04;0;21;57
"564";0;972,8;15,1;80;11,52;0;21;57
"565";0;972,7;14,8;82;7,92;0;21;57
"566";0;972,7;14,5;84;4,32;0;21;57
"567";0;973,5;15;84;5,76;0;21;57
"568";0;974;17,4;74;11,16;0;21;57
"569";0;974,3;20,1;64;15,48;0;21;57
"570";0;974,1;22;58;16,56;0;21;57
"571";0;973,1;24,1;52;14,4;0;21;57
"572";0;971,9;26,5;46;10,44;0;21;57
"573";0;970,8;28,7;44;10,08;0;21;57
"574";0;969,7;29,8;38;2,52;0;21;57
